1.028,51.886981,51.575219,2.105856,1.990448,532.039169
2.055,51.928706,51.573364,2.112843,1.990104,531.672036
3.085,51.924036,51.563131,2.109416,1.991446,531.713123
4.14,51.942841,51.576788,2.106943,1.989694,531.547711
5.17,51.923676,51.589953,2.113242,1.989905,531.716288
6.202,51.921839,51.589616,2.110303,1.991435,531.732442
7.233,51.902229,51.579775,2.105346,1.991379,531.90498
8.265,51.911283,51.58123,2.106144,1.989372,531.825318
9.294,51.88513,51.597984,2.103737,1.989217,532.055462
10.327,51.86403,51.586636,2.112788,1.989184,532.241209
11.359,51.87616,51.592119,2.114374,1.989683,532.134419
12.391,51.90185,51.594931,2.117058,1.990858,531.90832
13.422,51.905308,51.582623,2.109194,1.990747,531.87789
14.451,51.862521,51.597698,2.118344,1.992211,532.254491
15.485,51.908424,51.605689,2.117734,1.99291,531.850476
16.514,51.929138,51.603018,2.114895,1.991657,531.668242
17.545,51.956587,51.607178,2.109538,1.991413,531.426838
18.574,51.94625,51.615813,2.104924,1.990326,531.517734
19.608,51.945903,51.622417,2.111956,1.990415,531.52079
20.64,51.912429,51.625372,2.118222,1.991357,531.815234
21.67,51.941005,51.61768,2.108096,1.991246,531.56386
22.749,51.951847,51.623322,2.105989,1.990825,531.468513
23.779,51.954608,51.631572,2.106366,1.990858,531.44424
24.811,51.962277,51.619766,2.116392,1.990847,531.376801
25.84,51.949124,51.618195,2.113686,1.989993,531.492462
26.87,51.95146,51.634822,2.108839,1.989561,531.471916
27.903,51.952646,51.634077,2.109161,1.990149,531.461491
28.932,51.938183,51.628299,2.108263,1.987809,531.58868
29.965,51.925229,51.633631,2.102928,1.987443,531.702629
30.998,51.952222,51.628723,2.102151,1.988663,531.465219
32.029,51.941008,51.610209,2.105734,1.989073,531.563838
33.06,51.949439,51.613546,2.113875,1.988408,531.489688
34.091,51.941338,51.617241,2.117124,1.98986,531.560934
35.119,51.961602,51.63862,2.10976,1.988474,531.382738
36.15,51.943221,51.620074,2.116736,1.990814,531.544373
37.182,51.915387,51.638139,2.117579,1.992233,531.789211
38.215,51.907704,51.630499,2.109261,1.991912,531.856808
39.244,51.942075,51.625101,2.103139,1.990847,531.554452
40.276,51.958171,51.656009,2.10437,1.990515,531.412903
41.306,51.968118,51.65282,2.112034,1.989539,531.325447
42.341,51.954324,51.635202,2.108274,1.988108,531.446732
43.37,51.939645,51.634401,2.105834,1.989295,531.575825
44.4,51.958541,51.638127,2.111546,1.991302,531.409653
45.432,51.996083,51.646793,2.115416,1.991124,531.079642
46.462,51.981996,51.648176,2.10813,1.99128,531.203452
47.497,51.992194,51.648216,2.113586,1.993131,531.113819
48.527,51.987125,51.645905,2.113952,1.991779,531.158374
49.559,51.993212,51.658272,2.11932,1.992167,531.104874
50.59,51.980712,51.660711,2.118012,1.992743,531.214738
51.622,51.978896,51.671424,2.11871,1.993453,531.230704
52.652,51.997061,51.663868,2.112743,1.991601,531.071044
53.685,52.000102,51.676994,2.110647,1.991823,531.04432
54.714,51.951416,51.658721,2.114141,1.991246,531.472306
55.745,51.953715,51.677739,2.109372,1.992876,531.452085
56.778,51.960774,51.681583,2.114063,1.993098,531.390019
57.811,51.963559,51.685396,2.117036,1.994407,531.365533
58.842,51.987006,51.671779,2.110814,1.99342,531.159414
59.873,51.979497,51.665234,2.114684,1.991025,531.225418
60.904,51.955317,51.669976,2.109139,1.991623,531.437998
61.934,51.942247,51.680521,2.105445,1.990637,531.552935
62.966,51.969025,51.673332,2.116636,1.991568,531.317474
63.997,51.976845,51.669259,2.111069,1.98935,531.248729
65.027,51.988773,51.675899,2.1124,1.989849,531.143883
66.061,51.99319,51.685329,2.112488,1.989173,531.105069
67.093,52.018575,51.677897,2.112644,1.989905,530.882006
68.123,51.999548,51.667301,2.112355,1.991557,531.049192
69.154,51.990035,51.681034,2.116769,1.992366,531.132793
70.184,51.999964,51.679995,2.106477,1.991823,531.045532
71.216,52.019982,51.675421,2.116104,1.991712,530.869644
72.246,52.015009,51.691933,2.105712,1.990382,530.913335
73.279,51.997347,51.688902,2.106799,1.990559,531.068532
74.31,51.992741,51.679598,2.116847,1.990348,531.109011
75.34,52.001177,51.689149,2.106932,1.991801,531.034877
76.372,51.986302,51.68815,2.109338,1.991357,531.165609
77.406,51.908729,51.678777,2.109605,1.99312,531.847786
