1.027,19.546883,19.570196,1.120661,1.029129,1015.241468
2.054,19.547586,19.574747,1.120084,1.028175,1015.223718
3.087,19.558368,19.573897,1.112664,1.028064,1014.951684
4.117,19.543379,19.567306,1.115958,1.028375,1015.32989
5.149,19.546216,19.579892,1.117821,1.029428,1015.258287
6.18,19.54207,19.567709,1.114738,1.028785,1015.362935
7.211,19.541169,19.592688,1.117112,1.028408,1015.385675
8.242,19.542781,19.564983,1.112853,1.028741,1015.344983
9.272,19.554161,19.576847,1.120605,1.029151,1015.057813
10.317,19.558242,19.569295,1.119485,1.028641,1014.954874
11.35,19.537018,19.578936,1.112675,1.028242,1015.490476
12.381,19.554448,19.583848,1.116124,1.028053,1015.050569
13.462,19.569874,19.57338,1.119463,1.028053,1014.661495
14.491,19.573185,19.567946,1.111122,1.028497,1014.578008
15.523,19.565934,19.573359,1.120783,1.028208,1014.760868
16.552,19.563937,19.558418,1.114272,1.029739,1014.811224
17.582,19.566355,19.562283,1.119629,1.028386,1014.750239
18.613,19.547831,19.566545,1.11781,1.028352,1015.217536
19.648,19.545102,19.570409,1.113895,1.028186,1015.286409
20.682,19.563739,19.580845,1.114638,1.028696,1014.816207
21.713,19.563244,19.566632,1.115725,1.029084,1014.828697
22.745,19.562117,19.568428,1.120838,1.028264,1014.857133
23.78,19.54345,19.588924,1.123855,1.029461,1015.328095
24.811,19.566099,19.581933,1.114217,1.029949,1014.756683
25.843,19.5456,19.572058,1.123844,1.030171,1015.273844
26.873,19.548832,19.579036,1.12462,1.030371,1015.192276
27.904,19.5477,19.566603,1.12116,1.029949,1015.22086
28.937,19.566663,19.588181,1.120661,1.029683,1014.742467
29.969,19.575056,19.579641,1.124121,1.030615,1014.530857
30.999,19.565041,19.582555,1.12228,1.029095,1014.783388
32.029,19.568512,19.605839,1.122347,1.029861,1014.695835
33.059,19.566945,19.613733,1.12198,1.03026,1014.735359
34.092,19.563207,19.606606,1.113363,1.02894,1014.829627
35.126,19.573288,19.621377,1.123256,1.031413,1014.575418
36.158,19.557164,19.616112,1.122812,1.029495,1014.982053
37.188,19.563347,19.621121,1.1236,1.029983,1014.826106
38.222,19.559169,19.583324,1.125108,1.02884,1014.931484
39.255,19.560109,19.596462,1.118154,1.029306,1014.907763
40.286,19.571626,19.616607,1.123245,1.027964,1014.617326
41.315,19.577687,19.607185,1.116679,1.030459,1014.464519
42.348,19.566629,19.603197,1.124177,1.029916,1014.74333
43.38,19.563154,19.60388,1.126483,1.030548,1014.830956
44.413,19.567174,19.625164,1.121016,1.029705,1014.72958
45.444,19.568236,19.608673,1.123977,1.028696,1014.70281
46.476,19.579015,19.607148,1.120006,1.028408,1014.431053
47.505,19.579992,19.609595,1.123123,1.029639,1014.40642
48.536,19.57009,19.617729,1.122945,1.028608,1014.656048
49.568,19.570406,19.642523,1.12482,1.028874,1014.648078
50.6,19.591539,19.65718,1.124509,1.029284,1014.115403
51.633,19.581606,19.651315,1.117134,1.029561,1014.36572
52.664,19.568697,19.641818,1.125596,1.028685,1014.691185
53.697,19.573133,19.659608,1.116557,1.029339,1014.579337
54.728,19.56204,19.61858,1.12309,1.029217,1014.85906
55.762,19.573562,19.643,1.123478,1.026667,1014.568512
56.796,19.581588,19.634124,1.126561,1.028851,1014.366185
57.828,19.569131,19.647485,1.124642,1.028275,1014.680226
